label,control_mode,replan_steps,overlap_steps,low_pass_alpha,env_name,episodes,successes,success_rate,inference_latency_mean_s,inference_latency_p95_s,action_delta_l2_mean,action_jerk_l2_mean,oscillation_sign_flip_rate,queue_underruns,queue_wait_s,async_replan_delays
blocking_stride24_lpf,blocking,24,8,0.5,bimanual_microwave_cook,20,2,0.1,0.9334193126065526,1.0909286295622587,0.10267053168628722,0.13695682211750054,0.5040879744259176,0.0,0.0,0.0
