label,control_mode,replan_steps,overlap_steps,low_pass_alpha,env_name,episodes,successes,success_rate,inference_latency_mean_s,inference_latency_p95_s,action_delta_l2_mean,action_jerk_l2_mean,oscillation_sign_flip_rate,queue_underruns,queue_wait_s,async_replan_delays
blocking_stride25,blocking,25,7,,water_plant,12,9,0.75,1.0416257994922924,1.3538542560456939,0.09746068150397476,0.1521840501183103,0.5737616023544373,0.0,0.0,0.0
