label,control_mode,replan_steps,overlap_steps,low_pass_alpha,env_name,episodes,successes,success_rate,latency_mean_s,latency_p95_s,jerk,delta,sign_flip,queue_underruns,queue_wait_s,summary_path
overlap_stride32_lpf,overlap,32,0,0.5,bimanual_microwave_cook,20,3,0.15,0.8880777048482233,1.0502143242070452,0.1396293605198464,0.10624503494115785,0.4993562252040884,33.4,29.67912185899913,ORIGINAL_RESULT_ROOT/phase3_20ep_primary_v5/overlap_stride32_lpf/summary.json
overlap_stride8_lpf,overlap,8,24,0.5,bimanual_microwave_cook,20,7,0.35,1.0537677079552634,1.279090178515762,0.16471688853810437,0.13239074304031784,0.46955466586006844,25.75,6.095026418752968,ORIGINAL_RESULT_ROOT/phase3_20ep_primary_v5/overlap_stride8_lpf/summary.json
blocking_stride24,blocking,24,8,,bimanual_microwave_cook,20,3,0.15,0.9355866592681161,1.109722839137539,0.3821586398458261,0.2275261098605479,0.6507316809927479,0.0,0.0,ORIGINAL_RESULT_ROOT/phase3_20ep_primary_v5/sync_stride24/summary.json
blocking_stride24_lpf,blocking,24,8,0.5,bimanual_microwave_cook,20,2,0.1,0.9334193126065526,1.0909286295622587,0.13695682211750054,0.10267053168628722,0.5040879744259176,0.0,0.0,ORIGINAL_RESULT_ROOT/phase3_20ep_primary_v5/sync_stride24_lpf/summary.json
