label,control_mode,replan_steps,overlap_steps,low_pass_alpha,env_name,episodes,successes,success_rate,inference_latency_mean_s,inference_latency_p95_s,action_delta_l2_mean,action_jerk_l2_mean,oscillation_sign_flip_rate,queue_underruns,queue_wait_s,async_replan_delays
blocking_stride25_gpus4,blocking,25,7,,water_plant,50,25,0.5,0.9468426521256892,1.098250699168071,0.13683076289725157,0.22427720093577094,0.6270276038988842,0.0,0.0,0.0
