label,control_mode,replan_steps,overlap_steps,low_pass_alpha,env_name,episodes,successes,success_rate,inference_latency_mean_s,inference_latency_p95_s,action_delta_l2_mean,action_jerk_l2_mean,oscillation_sign_flip_rate,queue_underruns,queue_wait_s,async_replan_delays
blocking_stride25,blocking,25,7,,water_plant,13,10,0.7692307692307693,1.0502178923601222,1.3117212789491393,0.13064240139770317,0.21293102270790526,0.5842783581141734,0.0,0.0,0.0
